,bitcoin,dogecoin,stellar,ripple,litecoin,tether,ethereum,bitcoin-cash,binancecoin,cardano,tron,chainlink,weth,usd-coin
2025-01-01 00:00:00+00:00,0.1,0.2,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-01-02 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-01-03 00:00:00+00:00,0.1,0.2,0.1,0.2,0.2,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1
2025-01-04 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
2025-01-05 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
2025-01-06 00:00:00+00:00,0.1,0.1,0.1,0.2,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-01-07 00:00:00+00:00,0.1,0.1,0.1,0.2,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2025-01-08 00:00:00+00:00,0.5,0.1,0.1,0.2,0.1,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,0.1
2025-01-09 00:00:00+00:00,0.5,0.5,0.2,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,0.5,1.0,1.0
2025-01-10 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,0.5,1.0,1.0
2025-01-11 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,0.5,1.0,1.0
2025-01-12 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,1.0,1.0,1.0
2025-01-13 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,1.0,1.0,1.0
2025-01-14 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,1.0,1.0,1.0
2025-01-15 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,1.0,1.0,1.0
2025-01-16 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.1,1.0,1.0,1.0
2025-01-17 00:00:00+00:00,0.5,0.5,0.1,0.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0
2025-01-18 00:00:00+00:00,0.1,0.2,1.0,0.1,0.2,1.0,0.1,0.2,0.1,0.2,0.2,0.1,0.1,1.0
2025-01-19 00:00:00+00:00,0.1,0.1,1.0,0.1,0.5,1.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,1.0
2025-01-20 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,1.0,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-21 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,1.0,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-22 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-23 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-24 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-25 00:00:00+00:00,0.1,1.0,1.0,1.0,0.5,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-26 00:00:00+00:00,0.1,1.0,1.0,1.0,1.0,0.2,0.2,0.5,0.1,1.0,0.5,0.1,0.2,1.0
2025-01-27 00:00:00+00:00,0.1,1.0,1.0,1.0,1.0,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-28 00:00:00+00:00,0.1,1.0,1.0,1.0,1.0,0.2,0.1,0.5,0.1,1.0,0.5,0.1,0.1,1.0
2025-01-29 00:00:00+00:00,0.1,1.0,1.0,1.0,0.1,1.0,0.1,0.5,0.2,1.0,0.5,0.2,0.1,1.0
2025-01-30 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,1.0
2025-01-31 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,1.0
2025-02-01 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.5
2025-02-02 00:00:00+00:00,0.1,0.2,0.1,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.5,0.1,0.5
2025-02-03 00:00:00+00:00,0.1,1.0,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2025-02-04 00:00:00+00:00,0.1,1.0,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2025-02-05 00:00:00+00:00,0.1,1.0,0.5,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2025-02-06 00:00:00+00:00,0.1,1.0,0.5,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2025-02-07 00:00:00+00:00,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5
2025-02-08 00:00:00+00:00,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0
2025-02-09 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-02-10 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-02-11 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-02-12 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
2025-02-13 00:00:00+00:00,0.5,0.1,0.1,0.2,0.2,1.0,0.1,0.1,1.0,0.1,0.1,0.1,0.1,1.0
2025-02-14 00:00:00+00:00,0.5,0.1,0.1,0.2,0.2,1.0,0.1,0.1,1.0,0.1,0.1,0.1,0.1,1.0
2025-02-15 00:00:00+00:00,0.1,0.1,0.2,0.2,0.2,1.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,1.0
2025-02-16 00:00:00+00:00,0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,1.0
2025-02-17 00:00:00+00:00,0.1,0.1,0.2,0.1,0.2,1.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,1.0
2025-02-18 00:00:00+00:00,0.1,0.1,0.2,0.1,0.1,1.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.5
2025-02-19 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
2025-02-20 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
2025-02-21 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0
2025-02-22 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
2025-02-23 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
2025-02-24 00:00:00+00:00,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
2025-02-25 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.5
2025-02-26 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.5
2025-02-27 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.5
2025-02-28 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
2025-03-01 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
2025-03-02 00:00:00+00:00,0.5,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0
